Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y
2675.5852,14.440539,315.3981,193.06502,310.7356,164.84885,308.53415,102.82142,308.33945,88.25531
2695.2588,3.6526043,315.41934,193.29196,310.76175,165.05461,308.72812,102.93722,308.55261,88.334053
2714.9321,0.19768223,315.4903,193.38544,310.77292,165.19884,308.70541,103.00991,308.46289,88.374382
2734.6055,1.0058906,316.08829,193.10764,310.92294,165.11633,308.82138,103.15151,308.72272,88.467316
2754.2791,14.635894,317.9545,192.06677,311.4101,164.73009,309.5423,103.38534,310.28122,88.81089
2773.9524,2.9912546,319.09296,191.07112,311.56064,164.39063,310.17902,103.54523,311.94107,89.19899
2793.6257,9.0500517,319.5365,190.58846,311.53156,164.28522,310.38831,103.52484,312.74454,89.303123
2813.2993,11.447971,319.74936,190.80968,311.70575,164.41263,309.90701,103.29793,311.86905,88.949142
2832.9727,5.2350893,318.11423,192.1264,311.49429,164.95592,308.94687,103.05111,309.82553,88.432442
2852.646,5.933403,316.79971,193.04347,311.03897,165.40366,308.47778,103.21587,308.8306,88.52327
2872.3196,7.3768153,316.19559,193.38789,310.92139,165.5666,308.36963,103.34595,308.37173,88.695747
2891.9929,1.7468442,316.68323,193.04601,311.07681,165.27797,308.4949,103.28574,308.76196,88.656136
2911.6663,15.677507,315.88596,192.91707,310.77798,165.03658,308.52249,102.93432,308.65182,88.391777
2931.3398,5.8243618,315.87552,192.56921,310.72989,164.69208,308.74661,102.73525,308.96832,88.235703
2951.0132,9.9916449,316.01077,192.31091,310.87512,164.47591,308.82129,102.71852,309.0527,88.375587
2970.6865,10.027365,316.33191,192.16229,311.09442,164.34666,308.67471,102.82213,308.62195,88.633812
2990.3601,0.95137453,316.09167,192.17694,311.00342,164.31618,308.66956,102.98351,308.73215,88.962914
3010.0334,8.7633095,315.97516,192.15697,310.89197,164.28946,308.54776,102.92638,308.59113,88.845497
3029.7068,2.287452,316.08472,192.16429,310.8786,164.31619,308.55493,102.76478,308.65561,88.582878
3049.3804,14.601387,315.6882,192.42889,310.69019,164.52309,308.61713,102.74435,308.86472,88.328468
3069.0537,4.3529139,315.93121,192.75641,310.8194,164.79958,308.58206,102.8091,308.74152,88.246712
3088.7271,16.175964,316.08066,193.09062,310.93863,165.14568,308.70004,103.07154,308.82245,88.445259
3108.4006,4.6599946,315.74915,193.45323,310.86642,165.45198,308.80118,103.31359,308.87946,88.632866
3128.074,7.1421199,316.11816,193.39511,311.01761,165.43324,308.69345,103.31425,308.77463,88.613281
3147.7473,12.160781,316.28583,193.16376,311.03543,165.22758,308.3866,103.10011,308.37686,88.34774
3167.4209,8.5316629,316.16888,192.95239,310.91986,165.03351,308.302,102.86208,308.24786,88.138878
3187.0942,3.1402824,315.9635,192.81122,310.87207,164.87706,308.4642,102.8246,308.57254,88.135445
3206.7676,7.447022,315.88651,192.74982,310.86615,164.7941,308.64676,102.84488,308.75031,88.321754
3226.4412,10.697916,315.96332,192.61162,310.89825,164.67575,308.63159,102.90803,308.67111,88.542435
3246.1145,9.3919668,315.815,192.57091,310.85129,164.62717,308.66074,102.93743,308.70081,88.645088
3265.7878,7.8221855,315.70288,192.55104,310.79031,164.57869,308.71725,102.88988,308.76651,88.624336
3285.4614,7.1192002,315.71094,192.54582,310.78372,164.57289,308.66617,102.82324,308.73352,88.542847
3305.1348,9.5807314,315.69476,192.66632,310.7356,164.65587,308.75092,102.87205,308.75708,88.549316
3324.8081,8.1491785,316.16144,192.53827,310.88745,164.73532,309.15033,103.12699,309.4353,88.775871
3344.4817,13.094943,318.02805,191.62436,311.35504,164.4678,309.8472,103.43613,310.9762,89.20475
3364.155,3.3275261,319.2193,190.87531,311.58914,164.31261,310.23953,103.57545,312.19604,89.483032
3383.8284,2.4955111,319.70728,190.73711,311.70145,164.33911,310.20883,103.42587,312.55325,89.193504
3403.502,11.053133,318.96777,191.58553,311.68747,164.74022,309.36526,102.9575,310.59552,88.395157
3423.1753,15.979642,317.2403,192.86404,311.24344,165.35156,308.66467,102.87016,309.31625,88.077972
3442.8486,2.4066806,316.48203,193.46846,311.07715,165.646,308.37598,103.07121,308.53329,88.194107
3462.5222,10.89227,316.59412,193.46962,311.13351,165.66071,308.50098,103.274,308.72455,88.504959
3482.1956,2.841363,316.50797,193.25908,311.11227,165.4028,308.51553,103.16966,308.74133,88.512863
