Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y,Markers from bottom to top
45950,0.1561390359,346.905,151.89525,339.04974,130.09091,334.29263,51.940521,343.57477,30.115005,
45966.668,0.1456879625,346.87207,151.90549,339.08676,130.00572,334.3071,51.777328,343.55099,29.955708,
45983.332,0.1352368892,346.83667,151.91974,339.09296,129.9176,334.31586,51.629974,343.52567,29.771412,
46000,0.1247858158,346.7431,151.93767,339.07117,129.866,334.31509,51.454216,343.49213,29.601274,
46016.668,0.1143347425,346.71164,151.91789,339.0687,129.76675,334.32877,51.278923,343.42465,29.396461,
46033.332,0.1038836691,346.70004,151.90479,339.07822,129.6933,334.32275,51.120884,343.3721,29.234549,
46050,0.09343259578,346.72534,151.8802,339.103,129.6098,334.30865,51.022083,343.33755,29.11413,
46066.668,0.08298152243,346.68405,151.88313,339.08557,129.59818,334.29675,50.947395,343.26813,28.99966,
46083.332,0.07253044907,346.60483,151.90536,338.97504,129.61131,334.28189,50.936501,343.25626,28.94158,
46100,0.06207937572,346.33115,152.01945,338.83191,129.64699,334.33582,50.960728,343.34204,28.948843,
46116.668,0.05162830237,345.995,152.17183,338.72791,129.71935,334.40622,51.030903,343.47592,28.998857,
46133.332,0.04117722901,345.87695,152.27704,338.63263,129.81262,334.41367,51.137554,343.50919,29.071001,
46150,0.03072615566,345.77478,152.38623,338.61353,129.90837,334.39963,51.270588,343.44778,29.120913,
46166.668,0.02027508231,345.86923,152.33937,338.68799,129.97397,334.31021,51.444481,343.25253,29.22641,
46183.332,0.009824008952,346.97189,151.41002,338.83362,129.86139,334.35306,51.910748,343.27722,29.754604,
46200,0.1570796325,349.50153,149.28246,339.42557,129.28754,335.09042,53.015778,345.25076,31.73951,
46216.668,3.874630939,352.7377,146.1783,340.27444,128.54961,336.59363,54.347015,349.49231,35.212048,
46233.332,7.435102614,355.02728,143.49728,340.97079,127.9465,338.14954,55.636681,352.8671,38.446014,
46250,11.15265392,356.18173,141.56146,341.19055,127.52825,339.25259,56.626625,355.16937,41.169502,
46266.668,14.71312559,357.02798,139.46146,341.18744,127.17546,339.9624,57.390137,356.82867,43.556725,
46283.332,18.4306769,357.58603,137.90933,341.18015,126.86922,340.56683,57.809448,358.08917,45.266991,
46300,18.54542969,357.71994,137.10493,341.18555,126.69608,340.89233,57.932941,358.67819,46.186424,
46316.668,18.55588076,358.17026,136.16451,341.32056,126.48924,341.07657,58.126923,359.09637,46.993042,
46333.332,18.56633184,358.66806,135.25162,341.56619,126.27006,341.27814,58.157497,359.43976,47.627796,
46350,18.57678291,358.7583,134.91237,341.60532,126.21481,341.22281,58.129799,359.40207,47.849892,
46366.668,18.58723398,358.60007,134.86604,341.47659,126.24957,341.16409,58.140282,359.4202,48.080368,
46383.332,18.59768506,358.47379,134.93704,341.29871,126.27818,341.16196,58.045029,359.4801,48.160053,
46400,18.60813613,358.4043,134.94307,341.23544,126.32097,341.00784,57.942509,359.31189,48.039726,
46416.668,18.6185872,358.43494,134.99709,341.2366,126.35805,340.83591,57.886463,359.12927,47.986046,
46433.332,18.62903828,358.4285,135.05869,341.17822,126.42696,340.737,57.816303,359.01633,47.974987,
46450,18.63948935,358.34909,135.1481,341.14377,126.48929,340.64844,57.822075,358.95871,47.965508,
46466.668,18.64994042,358.26608,135.245,341.10364,126.55902,340.58835,57.814774,358.87296,48.023853,
46483.332,18.6603915,358.27744,135.28389,341.07584,126.60694,340.54773,57.80246,358.83173,48.018581,
46500,18.67084257,358.26608,135.35635,341.06982,126.63226,340.49713,57.804043,358.76566,48.054161,
46516.668,18.68129364,358.25214,135.377,341.09973,126.66714,340.48453,57.768314,358.71127,48.018036,
46533.332,18.69174471,358.22131,135.41653,341.07431,126.69466,340.47427,57.723946,358.70972,48.028957,
46550,18.70219579,358.20062,135.46892,341.08081,126.7262,340.48929,57.68029,358.68967,48.037357,
46566.668,18.71264686,358.18649,135.44543,341.07718,126.71947,340.51151,57.651772,358.68338,48.01186,
46583.332,18.72309793,358.15985,135.48578,341.09164,126.73201,340.51282,57.611916,358.6821,48.007156,
46600,18.73354901,358.13364,135.4799,341.09711,126.70692,340.54379,57.569748,358.6926,47.988251,
46616.668,18.74400008,358.10294,135.45789,341.06396,126.70608,340.52383,57.517284,358.66049,47.935642,
46633.332,18.75445115,358.05182,135.46494,341.05606,126.6702,340.47672,57.462353,358.60458,47.843479,
46650,18.76490223,358.06708,135.37987,341.03766,126.67262,340.44382,57.426529,358.57532,47.829491,
46666.668,18.7753533,358.06696,135.35382,341.05606,126.6547,340.38736,57.370743,358.51324,47.741219,
46683.332,18.78580437,357.99817,136.08147,341.06882,126.79646,340.13235,56.90554,358.15021,46.74675,
46700,18.79625545,356.41608,139.20781,340.71661,127.46841,339.02008,55.597694,356.39359,43.634697,
46716.668,18.80670652,353.91455,142.58975,339.96228,128.237,336.96399,54.205948,352.56702,39.347458,
46733.332,18.81715759,351.89227,145.18503,339.41849,128.79381,335.27734,53.128185,349.27927,36.03397,
46750,18.82760867,349.93146,147.50366,339.03909,129.18564,333.96356,52.314224,346.14398,33.359074,
46766.668,18.83805974,348.58621,148.95488,338.86508,129.46983,333.3179,52.089355,344.29007,32.125191,
46783.332,18.84851081,348.56247,149.20638,338.95483,129.46904,333.53784,52.247631,344.59482,32.097004,
46800,15.55088363,348.69937,149.1468,339.06113,129.39696,334.00958,52.427261,345.27747,32.235073,
46816.668,11.99041196,348.33578,149.35739,339.01166,129.465,334.1217,52.525093,345.3342,32.197487,
46833.332,8.272860654,347.67435,149.67149,338.77335,129.49078,333.86563,52.486721,344.78671,31.923471,
46850,4.71238898,347.25009,149.80685,338.57922,129.47881,333.74927,52.394485,344.36444,31.595257,
46866.668,0.9948376735,347.19672,149.80637,338.69141,129.42302,333.84402,52.292484,344.37531,31.350237,
46883.332,0.3057984063,347.4743,149.71626,338.85385,129.33867,333.96143,52.265213,344.42114,31.215405,
46900,0.295347333,347.62457,149.69304,339.048,129.26381,334.06308,52.221344,344.43503,31.064508,
46916.668,0.2848962596,347.67282,149.71072,339.12381,129.26007,334.09265,52.184334,344.30853,30.882679,
46933.332,0.2744451863,347.39673,149.89085,339.06268,129.29884,334.0979,52.194427,344.18906,30.782911,
46950,0.2639941129,347.05264,150.10155,338.91537,129.38135,334.09415,52.149166,344.08978,30.68232,
46966.668,0.2535430396,346.82443,150.32759,338.8172,129.49345,334.15411,52.213551,344.10275,30.659708,
46983.332,0.2430919662,346.81302,150.47218,338.85138,129.58116,334.18228,52.246933,344.12997,30.664843,
47000,0.2326408928,346.92331,150.57397,338.89877,129.63716,334.18832,52.312164,343.97025,30.644716,
47016.668,0.2221898195,347.01132,150.68958,338.91138,129.724,334.10541,52.393047,343.80981,30.672674,
47033.332,0.2117387461,346.84131,150.88074,338.88211,129.80424,334.05518,52.444397,343.70743,30.702921,
47050,0.2012876728,346.7066,151.07516,338.8161,129.88158,334.03409,52.458015,343.63696,30.69265,
47066.668,0.1908365994,346.56683,151.24203,338.77911,129.95265,334.05154,52.447598,343.59891,30.660929,
47083.332,0.1803855261,346.54257,151.3362,338.76697,129.9313,334.00879,52.381737,343.55212,30.589542,
47100,0.1699344527,346.54184,151.37509,338.78564,129.92014,333.98654,52.300926,343.41144,30.439732,
47116.668,0.1594833794,346.58276,151.37585,338.83319,129.8564,333.9823,52.158676,343.30975,30.307322,
47133.332,0.149032306,346.54413,151.41359,338.84344,129.80226,333.97375,52.031757,343.26468,30.136236,
47150,0.1385812327,346.47607,151.47421,338.86255,129.75945,334.01978,51.873196,343.25464,29.974377,
47166.668,0.1281301593,346.42975,151.50702,338.83716,129.70274,334.04318,51.731651,343.2562,29.811903,
47183.332,0.117679086,346.38739,151.54839,338.84662,129.64729,334.05594,51.543751,343.18661,29.6607,
47200,0.1072280126,346.42929,151.56526,338.85208,129.60335,334.03989,51.435932,343.13153,29.50543,
47216.668,0.09677693925,346.40262,151.61002,338.88892,129.57045,334.0022,51.342392,343.04291,29.346081,
47233.332,0.0863258659,346.39996,151.64201,338.87573,129.58276,333.98865,51.268867,343.00497,29.293079,
47250,0.07587479254,346.34512,151.74852,338.77823,129.59213,333.98337,51.25082,342.96619,29.223961,
47266.668,0.06542371919,346.12347,151.88319,338.64224,129.64999,334.03629,51.275566,343.05142,29.261795,
47283.332,0.05497264584,345.71173,152.07324,338.43521,129.75375,334.1163,51.310284,343.21951,29.295015,
47300,0.04452157249,345.34814,152.3248,338.24878,129.87108,334.18622,51.351715,343.33932,29.345343,
47316.668,0.03407049913,345.03107,152.50607,338.06271,129.9772,334.22989,51.490509,343.42941,29.443195,
47333.332,0.02361942578,344.92328,152.63721,338.05002,130.09959,334.22409,51.599987,343.41138,29.526558,
47350,0.01316835243,345.48596,152.15028,338.16537,130.06413,334.16794,51.865734,343.19644,29.727648,
47366.668,0.002717279072,347.45978,150.62401,338.51035,129.72833,334.44131,52.611153,344.02524,30.940569,
47383.332,2.722713633,350.63776,147.81519,339.33472,128.99153,335.57614,53.901947,347.40213,33.984478,
47400,6.283185307,353.48941,144.75319,340.18839,128.30386,336.98535,55.158554,350.89005,37.138809,
47416.668,10.00073661,355.05164,142.59323,340.66153,127.7871,338.14905,56.250534,353.59219,40.087383,
47433.332,13.61356817,356.02872,140.47427,340.70718,127.35049,338.98877,57.073421,355.40048,42.527996,
47450,17.27875959,356.7475,138.45351,340.59982,126.99046,339.59262,57.636276,356.87463,44.819359,
47466.668,18.54269784,357.06149,137.16512,340.63864,126.65903,340.20935,57.909012,357.90048,46.080765,
47483.332,18.55312809,357.25165,136.32762,340.60587,126.43974,340.40952,58.044533,358.39209,46.98127,
47500,18.56355835,357.81714,135.15392,340.87473,126.2029,340.59167,58.141766,358.72791,47.754726,
47516.668,18.5739886,358.12433,134.53429,341.03217,126.01923,340.66245,58.13372,358.88876,48.038506,
47533.332,18.58441886,358.06482,134.40564,340.94824,126.02595,340.54218,58.056087,358.78455,48.086689,
47550,18.59484911,357.78348,134.54842,340.74329,126.08407,340.43552,57.963768,358.74103,48.219952,
47566.668,18.60527936,357.72357,134.5914,340.66983,126.12946,340.34579,57.884594,358.68723,48.186287,
47583.332,18.61570962,357.8067,134.54391,340.67624,126.17519,340.19434,57.819523,358.54346,48.131748,
47600,18.62613987,357.81104,134.67816,340.64655,126.24439,340.02176,57.795971,358.36481,48.113018,
47616.668,18.63657013,357.76309,134.76436,340.56763,126.36885,339.93073,57.848362,358.27155,48.146656,
47633.332,18.64700038,357.66238,134.95622,340.50729,126.47749,339.90741,57.900146,358.25925,48.283554,
47650,18.65743064,357.60431,135.03645,340.48511,126.5961,339.8576,57.972527,358.23926,48.341824,
47666.668,18.66786089,357.59354,135.12137,340.47714,126.65363,339.8306,57.983833,358.19598,48.379246,
47683.332,18.67829114,357.61206,135.1696,340.50073,126.72012,339.828,57.999992,358.16626,48.40633,
47700,18.6887214,357.59192,135.20747,340.52191,126.74704,339.85162,58.003754,358.17181,48.435104,
47716.668,18.69915165,357.54163,135.28821,340.52701,126.78802,339.88815,57.967358,358.15292,48.437469,
47733.332,18.70958191,357.53024,135.31694,340.54846,126.80726,339.90945,57.955524,358.15472,48.450584,
47750,18.72001216,357.52097,135.31779,340.56039,126.81718,339.90924,57.932812,358.14673,48.428673,
47766.668,18.73044242,357.49872,135.30814,340.54269,126.79438,339.93103,57.864128,358.13959,48.364223,
47783.332,18.74087267,357.46075,135.3009,340.53738,126.78755,339.92395,57.799217,358.12213,48.380356,
47800,18.75130292,357.46548,135.29832,340.51715,126.76614,339.88098,57.73167,358.06091,48.321289,
47816.668,18.76173318,357.43301,135.25491,340.47836,126.74059,339.79489,57.676155,357.99664,48.274586,
47833.332,18.77216343,357.47079,135.20267,340.49716,126.72365,339.71204,57.609184,357.91373,48.185841,
47850,18.78259369,357.51654,135.33156,340.51141,126.7555,339.58932,57.42091,357.78171,47.860291,
47866.668,18.79302394,356.7731,137.38655,340.30807,127.1781,338.9407,56.457363,356.73465,45.714443,
47883.332,18.8034542,354.28159,141.25598,339.58054,128.02203,337.20728,54.916138,353.73279,41.598476,
47900,18.81388445,352.03897,144.14815,338.76294,128.71625,335.19586,53.699913,350.0343,37.826496,
47916.668,18.8243147,349.87817,146.68301,338.25171,129.18651,333.66666,52.651302,346.67294,34.634892,
47933.332,18.83474496,348.06369,148.74295,337.90799,129.5204,332.63,52.083904,344.09198,32.632729,
47950,18.84517521,347.4606,149.46875,337.90048,129.61409,332.39951,52.079304,343.37131,32.148029,
47966.668,16.70280094,347.67151,149.425,338.01248,129.51465,332.83826,52.218479,344.11304,32.290825,
47983.332,13.08996939,347.49356,149.48947,337.93845,129.50906,333.11826,52.318596,344.47751,32.298988,
48000,9.424777961,346.71494,149.8848,337.70221,129.6062,333.0618,52.317173,344.18277,32.074188,
48016.668,5.759586531,346.08264,150.14241,337.32004,129.59511,332.85373,52.191612,343.76459,31.737387,
48033.332,2.094395103,345.8168,150.14989,337.224,129.55969,332.78806,52.034481,343.48788,31.446138,
48050,0.3085269276,345.89651,150.14636,337.36374,129.51195,332.80447,51.99017,343.40018,31.251122,
48066.668,0.2980966731,346.12952,150.07481,337.53156,129.44984,332.83115,52.006924,343.30222,31.098343,
48083.332,0.2876664186,346.33566,150.00221,337.70157,129.42531,332.82642,52.019863,343.16721,30.976004,
48100,0.2772361641,346.26022,150.07666,337.71011,129.41573,332.82321,52.064602,343.03622,30.900143,
48116.668,0.2668059097,345.81888,150.2952,337.52823,129.51825,332.84732,52.116146,342.96161,30.861685,
48133.332,0.2563756552,345.45541,150.5558,337.3681,129.61244,332.84778,52.103825,342.845,30.766237,
48150,0.2459454007,345.2865,150.70822,337.28641,129.68777,332.89752,52.189651,342.86624,30.794222,
48166.668,0.2355151462,345.33466,150.80464,337.33124,129.74828,332.92831,52.256031,342.92218,30.826292,
48183.332,0.2250848917,345.36145,150.87976,337.35446,129.81087,332.91321,52.3484,342.82907,30.868937,
48200,0.2146546372,345.35538,150.97121,337.3522,129.86084,332.879,52.433453,342.68567,30.900196,
48216.668,0.2042243828,345.2215,151.10056,337.33475,129.93179,332.8504,52.489346,342.58292,30.89081,
48233.332,0.1937941283,345.06137,151.20352,337.28989,129.96094,332.84683,52.481766,342.56534,30.874355,
48250,0.1833638738,344.95847,151.29175,337.21875,129.96472,332.8577,52.463078,342.54721,30.816544,
48266.668,0.1729336193,344.89359,151.34312,337.19711,129.94145,332.83658,52.430962,342.45761,30.717373,
48283.332,0.1625033648,344.84116,151.33917,337.1904,129.89922,332.83295,52.318062,342.34933,30.59359,
48300,0.1520731103,344.8298,151.30942,337.2114,129.83217,332.84302,52.239605,342.3197,30.461308,
48316.668,0.1416428559,344.78564,151.31686,337.22324,129.75215,332.85172,52.125767,342.31799,30.323652,
48333.332,0.1312126014,344.73004,151.30869,337.22195,129.67798,332.8757,51.989189,342.31198,30.15917,
48350,0.1207823469,344.64496,151.31969,337.20264,129.62173,332.84998,51.869957,342.22632,29.997408,
48366.668,0.1103520924,344.64853,151.32495,337.20389,129.59532,332.83829,51.754719,342.1362,29.822075,
48383.332,0.09992183794,344.672,151.33586,337.23013,129.58389,332.83112,51.707207,342.09824,29.743244,
48400,0.08949158346,344.63666,151.37927,337.22183,129.59135,332.82898,51.684429,342.07611,29.702278,
48416.668,0.07906132897,344.62006,151.42049,337.21378,129.58826,332.82901,51.703724,342.05484,29.673328,
48433.332,0.06863107449,344.44034,151.5249,337.09637,129.6651,332.80911,51.750568,342.02612,29.687321,
48450,0.05820082001,344.23895,151.68906,336.97165,129.74812,332.86667,51.806587,342.12076,29.742382,
48466.668,0.04777056553,343.97784,151.85571,336.80347,129.85544,332.96478,51.922226,342.24927,29.820726,
48483.332,0.03734031105,343.72656,152.05035,336.76086,129.99179,333.03482,52.021923,342.3663,29.962271,
48500,0.02691005656,343.60574,152.18179,336.73468,130.10634,333.04843,52.16708,342.33841,30.019833,
48516.668,0.01647980208,343.95596,151.91588,336.86371,130.11043,332.94284,52.352589,342.10358,30.139421,
48533.332,0.0060495476,345.53723,150.66586,337.15271,129.85658,333.13638,52.932526,342.41592,30.96418,
48550,1.570796327,348.47079,148.13892,337.90359,129.2027,334.03433,54.147514,345.25424,33.572193,
48566.668,5.235987756,351.76846,145.00473,338.88229,128.43633,335.64499,55.464935,349.31369,36.974159,
48583.332,8.901179185,353.86322,142.52864,339.61197,127.82179,336.93283,56.539642,352.15005,39.857571,
48600,12.56637061,354.90015,140.58983,339.74393,127.42833,337.81824,57.413837,354.20624,42.371986,
48616.668,16.23156204,355.53625,138.68584,339.5899,127.0524,338.49463,57.989433,355.715,44.634029,
48633.332,18.53936016,355.93106,137.32478,339.60913,126.7252,339.07138,58.191879,356.75989,45.920959,
48650,18.54979041,356.14511,136.61758,339.64676,126.5074,339.3461,58.199028,357.27542,46.648163,
48666.668,18.56022067,356.59781,135.63171,339.80945,126.2456,339.46729,58.216026,357.56906,47.306076,
48683.332,18.57065092,357.04776,134.81729,339.97433,126.03874,339.55838,58.166046,357.81192,47.66172,
48700,18.58108117,357.08255,134.56239,340.00836,125.97411,339.52463,58.073311,357.77615,47.788887,
48716.668,18.59151143,356.98239,134.50229,339.89078,125.99763,339.4812,57.978706,357.80252,47.998005,
48733.332,18.60194168,356.79623,134.62483,339.76654,126.02694,339.3623,57.825684,357.7334,47.970028,
48750,18.61237194,356.82965,134.64104,339.70367,126.07108,339.20782,57.738594,357.56003,47.901268,
48766.668,18.62280219,356.83569,134.68651,339.69342,126.16091,339.07065,57.718784,357.42291,47.888428,
48783.332,18.63323245,356.80286,134.77057,339.62173,126.2367,338.96161,57.73254,357.33566,47.920601,
48800,18.6436627,356.75192,134.88405,339.59256,126.35411,338.90851,57.810463,357.27084,48.005989,
48816.668,18.65409295,356.65259,135.00801,339.5629,126.44178,338.86163,57.869267,357.24951,48.111633,
48833.332,18.66452321,356.65472,135.03731,339.53885,126.50861,338.88867,57.938877,357.23575,48.211983,
48850,18.67495346,356.64667,135.07716,339.57373,126.56454,338.8595,57.97945,357.2041,48.247211,
48866.668,18.68538372,356.63736,135.12906,339.59619,126.62861,338.84827,57.995747,357.17224,48.267151,
48883.332,18.69581397,356.61911,135.16295,339.61304,126.67041,338.87747,58.033539,357.16528,48.297756,
48900,18.70624423,356.59131,135.18263,339.6236,126.70721,338.92322,58.036278,357.18958,48.353615,
48916.668,18.71667448,356.55377,135.25916,339.61026,126.76189,338.93124,58.058159,357.17004,48.378815,
48933.332,18.72710473,356.53137,135.27591,339.61874,126.78945,338.94681,58.044888,357.17935,48.375446,
48950,18.73753499,356.51523,135.30533,339.60895,126.81052,338.94708,58.058327,357.1748,48.40551,
48966.668,18.74796524,356.50153,135.31778,339.58926,126.80492,338.87033,58.004368,357.11011,48.388535,
48983.332,18.7583955,356.49463,135.3082,339.57007,126.82239,338.81857,57.962181,357.08127,48.322392,
49000,18.76882575,356.49017,135.27809,339.53345,126.80289,338.7702,57.931763,357.0213,48.282639,
49016.668,18.77925601,356.48871,135.2677,339.5336,126.78657,338.69998,57.849316,356.92371,48.182137,
49033.332,18.78968626,356.5058,135.92868,339.56091,126.93016,338.49985,57.404568,356.72162,47.400074,
49050,18.80011651,354.87201,139.13869,339.23364,127.58368,337.39868,55.981586,354.87473,43.95372,
49066.668,18.81054677,352.19952,142.72968,338.35696,128.38193,335.20822,54.461319,350.68732,39.330845,
49083.332,18.82097702,349.97067,145.48807,337.71219,128.9234,333.50095,53.256519,347.24808,35.934261,
49100,18.83140728,347.96634,147.70793,337.3103,129.27144,332.17786,52.41045,344.23993,33.319859,
49116.668,18.84183753,346.82654,148.98065,337.21829,129.46758,331.59189,52.214211,342.54504,32.209129,
49133.332,17.80235837,346.9353,149.11987,337.33771,129.42657,331.89417,52.358379,343.03165,32.24683,
49150,14.13716694,347.0972,149.04744,337.41888,129.34186,332.38028,52.492729,343.75571,32.410297,
49166.668,10.47197551,346.57959,149.30873,337.30579,129.41324,332.43506,52.550972,343.72726,32.297035,
49183.332,6.806784083,345.88547,149.65704,337.04758,129.48703,332.18454,52.514732,343.14084,31.994314,
49200,3.141592654,345.52859,149.78209,336.84189,129.47455,332.0799,52.380356,342.77643,31.652227,
49216.668,0.311864609,345.53717,149.77711,336.98541,129.40022,332.2262,52.319786,342.84772,31.472925,
49233.332,0.3014343545,345.74133,149.72557,337.15906,129.34569,332.34238,52.306068,342.91757,31.355143,
49250,0.2910041,345.90848,149.6868,337.34344,129.27127,332.34326,52.294044,342.76501,31.227505,
49266.668,0.2805738456,345.94659,149.71965,337.3894,129.29704,332.33414,52.301163,342.59039,31.103558,
49283.332,0.2701435911,345.56003,149.95302,337.28217,129.34276,332.32788,52.31673,342.53482,31.04896,
49300,0.2597133366,345.25616,150.16223,337.11819,129.47812,332.31845,52.308414,342.36829,30.942547,
49316.668,0.2492830821,345.08487,150.36938,337.05261,129.54718,332.35617,52.370579,342.39279,30.93437,
49333.332,0.2388528276,345.18484,150.40958,337.13577,129.59041,332.37329,52.389412,342.38687,30.931484,
49350,0.2284225732,345.32709,150.45781,337.20786,129.63515,332.34894,52.470917,342.21875,30.923445,
49366.668,0.2179923187,345.32532,150.59598,337.18951,129.7347,332.28421,52.526974,342.05118,30.892656,
49383.332,0.2075620642,345.14935,150.77309,337.13739,129.80101,332.26065,52.58712,341.965,30.908096,
49400,0.1971318097,344.98877,150.94382,337.0759,129.86716,332.29999,52.611015,341.99557,30.911343,
49416.668,0.1867015552,344.89713,151.04951,337.04541,129.89786,332.30362,52.612652,341.99863,30.87697,
49433.332,0.1762713007,344.84549,151.15273,337.06119,129.9115,332.24976,52.53809,341.87634,30.792551,
49450,0.1658410463,344.91995,151.18024,337.10895,129.88144,332.20056,52.448769,341.68747,30.649048,
49466.668,0.1554107918,344.93683,151.19148,337.11487,129.82167,332.16574,52.354301,341.59454,30.52219,
49483.332,0.1449805373,344.80121,151.2401,337.11441,129.77351,332.21399,52.230804,341.60294,30.372812,
49500,0.1345502828,344.70148,151.29494,337.08624,129.71733,332.24979,52.089504,341.64798,30.22209,
49516.668,0.1241200283,344.67426,151.32079,337.07269,129.67084,332.24713,51.974712,341.59232,30.087482,
49533.332,0.1136897739,344.67871,151.32617,337.10129,129.60709,332.22519,51.825592,341.51282,29.925577,
49550,0.1032595194,344.70905,151.33585,337.13895,129.58395,332.18503,51.731056,341.42657,29.786873,
49566.668,0.09282926489,344.72861,151.35696,337.11411,129.5602,332.18326,51.679962,341.38181,29.663883,
49583.332,0.08239901041,344.70663,151.4019,337.12601,129.54839,332.17612,51.614815,341.30084,29.597788,
49600,0.07196875593,344.53247,151.49352,337.02045,129.58191,332.18481,51.639313,341.3262,29.588287,
49616.668,0.06153850144,344.25879,151.67542,336.83994,129.6564,332.26627,51.654621,341.42838,29.620205,
49633.332,0.05110824696,343.95615,151.84238,336.69366,129.75458,332.32321,51.724129,341.56091,29.687185,
49650,0.04067799248,343.7034,151.98691,336.54556,129.83742,332.41461,51.791607,341.65405,29.744999,
49666.668,0.030247738,343.61728,152.14799,336.55026,129.9257,332.38455,51.923393,341.63568,29.813347,
49683.332,0.01981748352,343.66879,152.07326,336.58688,129.97704,332.29773,52.014755,341.4364,29.860935,
49700,0.009387229034,344.7774,151.17616,336.77664,129.84,332.32849,52.452473,341.41965,30.362072,
49716.668,0.5235987757,347.20792,149.07426,337.37976,129.26782,333.04303,53.437965,343.36542,32.283287,
49733.332,4.136430328,350.59174,145.92284,338.30954,128.52859,334.48453,54.708458,347.29022,35.525227,
49750,7.853981634,352.87952,143.33578,339.04117,127.88562,335.99277,55.847771,350.65869,38.614338,
49766.668,11.51917306,354.02725,141.30479,339.26605,127.44208,337.03207,56.813488,352.9816,41.31749,
49783.332,15.13200462,354.86508,139.20093,339.19138,127.03416,337.75592,57.53336,354.60501,43.565224,
49800,18.53602372,355.41193,137.52341,339.17453,126.65847,338.41608,58.002968,355.98022,45.585304,
49816.668,18.5464748,355.57657,136.55563,339.0914,126.45071,338.89603,58.196434,356.79578,46.716396,
49833.332,18.55692587,355.99155,135.60583,339.18317,126.23418,339.09045,58.426773,357.23846,47.645779,
49850,18.56737694,356.53491,134.59619,339.48514,126.03221,339.20831,58.47636,357.51678,48.211174,
49866.668,18.57782802,356.59293,134.32822,339.49753,125.98405,339.15262,58.436989,357.50394,48.415958,
49883.332,18.58827909,356.37781,134.4068,339.31567,126.0544,339.05252,58.36562,357.41229,48.473652,
49900,18.59873016,356.15634,134.56946,339.11771,126.15979,338.95529,58.28886,357.33765,48.47905,
49916.668,18.60918124,356.14178,134.60896,339.11212,126.21613,338.83029,58.192936,357.23575,48.440453,
49933.332,18.61963231,356.19278,134.61717,339.11765,126.28268,338.6944,58.213032,357.11594,48.474575,
49950,18.63008338,356.15054,134.7131,339.05267,126.35671,338.55939,58.242641,356.98813,48.470619,
49966.668,18.64053446,356.03336,134.83597,338.96167,126.4423,338.50607,58.305073,356.95074,48.535812,
49983.332,18.65098553,355.95718,134.92188,338.91556,126.55337,338.49545,58.369678,356.95486,48.677917,
50000,18.6614366,355.88141,134.98622,338.87241,126.59334,338.49951,58.418163,356.89304,48.735542,
50016.668,18.67188768,355.89413,134.9798,338.87811,126.6227,338.45139,58.433659,356.84555,48.69986,
50033.332,18.68233875,355.86108,134.95905,338.91132,126.64479,338.46448,58.442421,356.85144,48.757717,
50050,18.69278982,355.80188,134.95277,338.89151,126.64875,338.48904,58.460152,356.85553,48.787399,
50066.668,18.7032409,355.77328,134.90933,338.89911,126.66045,338.51315,58.459461,356.85132,48.786221,
50083.332,18.71369197,355.73877,134.91203,338.90915,126.65936,338.54114,58.478893,356.84415,48.788349,
50100,18.72414304,355.70062,134.88921,338.89804,126.6612,338.56097,58.480835,356.84921,48.758045,
50116.668,18.73459411,355.67102,134.83455,338.88239,126.66634,338.53513,58.489414,356.83984,48.762882,
50133.332,18.74504519,355.65887,134.84468,338.87131,126.67332,338.51361,58.453255,356.78168,48.75629,
50150,18.75549626,355.65106,134.85886,338.84177,126.67343,338.42538,58.49728,356.74692,48.74976,
50166.668,18.76594733,355.62177,134.87502,338.84067,126.69379,338.39136,58.48394,356.72641,48.761627,
50183.332,18.77639841,355.6044,134.88791,338.80258,126.69707,338.35626,58.464993,356.67172,48.724869,
50200,18.78684948,355.6481,135.56534,338.88052,126.9052,338.11868,58.039108,356.42395,47.865051,
50216.668,18.79730055,354.03738,138.73482,338.51544,127.56419,336.95468,56.668789,354.57584,44.649189,
50233.332,18.80775163,351.45895,142.20052,337.62924,128.36865,334.8736,55.255554,350.72055,40.328602,
50250,18.8182027,349.38416,144.77583,337.03912,128.93057,333.11414,54.07431,347.28949,36.964046,
50266.668,18.82865377,347.36295,147.06474,336.6618,129.30595,331.80307,53.249065,344.22656,34.351025,
50283.332,18.83910485,346.05313,148.51157,336.51694,129.54982,331.17325,52.993706,342.37207,33.024509,
50300,18.84955592,346.01572,148.81413,336.58243,129.52499,331.37274,53.052502,342.70963,32.983349,
50316.668,15.28908425,346.16592,148.75063,336.68604,129.39992,331.78436,53.10733,343.27618,33.005779,
50333.332,11.57153294,345.75894,148.97011,336.6069,129.39784,331.84552,53.061348,343.24478,32.846439,
50350,8.011061266,345.12457,149.26105,336.39191,129.44032,331.62735,52.896175,342.69229,32.461086,
50366.668,4.29350996,344.6778,149.41071,336.16605,129.34602,331.53189,52.692627,342.33185,32.049274,
50383.332,0.5759586533,344.61505,149.44652,336.19907,129.26871,331.59592,52.503593,342.3522,31.74157,
50400,0.304753299,344.67566,149.46536,336.29935,129.19652,331.7139,52.421944,342.40967,31.565439,
50416.668,0.2943022256,344.88348,149.46765,336.45203,129.14389,331.66376,52.306179,342.20874,31.337193,
