Time (ms),Tendon Contraction (mm),M1 X (mm),M1Y,M2 X,M2 Y,M3 X,M3Y,M4X,M4Y,Markers from bottom to top
10000,18.5611063,380.21548,140.4449,363.22601,128.03284,363.18661,55.762283,379.14771,41.531567,
10016.667,18.57155737,380.68884,138.90797,363.1427,127.74651,363.91702,56.382847,380.60651,43.697052,
10033.333,18.58200845,381.29495,137.59116,363.35983,127.50838,364.46567,56.763039,381.4939,44.978104,
10050,18.59245952,381.75693,136.70386,363.57053,127.42174,364.71503,57.117199,381.92847,45.982349,
10066.667,18.60291059,382.3118,135.66971,363.78885,127.31613,364.86258,57.429047,382.23975,46.95475,
10083.333,18.61336167,382.34427,135.26848,363.76944,127.38632,364.86545,57.652931,382.32285,47.472763,
10100,18.62381274,382.1203,135.27321,363.57315,127.55817,364.82242,57.842766,382.33472,47.846626,
10116.667,18.63426381,381.93484,135.42961,363.3652,127.71478,364.84613,58.000629,382.47208,48.243698,
10133.333,18.64471489,381.80237,135.58772,363.26096,127.92832,364.75446,58.114006,382.37628,48.326729,
10150,18.65516596,381.80838,135.68835,363.27271,128.10274,364.59595,58.271564,382.22342,48.472691,
10166.667,18.66561703,381.76825,135.80836,363.19992,128.27484,364.50916,58.401691,382.16147,48.557247,
10183.333,18.67606811,381.66382,135.97365,363.13861,128.40988,364.44528,58.527885,382.1167,48.669125,
10200,18.68651918,381.59756,136.07713,363.09827,128.5334,364.36594,58.603065,382.06659,48.757671,
10216.667,18.69697025,381.56702,136.14151,363.07913,128.60083,364.35092,58.652779,382.03369,48.778873,
10233.333,18.70742132,381.57538,136.14543,363.06271,128.64679,364.36191,58.643955,382.03851,48.813046,
10250,18.7178724,381.55414,136.16017,363.07498,128.63016,364.36105,58.591625,382.03287,48.757217,
10266.667,18.72832347,381.52457,136.09192,363.08505,128.59776,364.3898,58.48946,382.02917,48.681183,
10283.333,18.73877454,381.49149,136.06526,363.08746,128.50226,364.40164,58.342346,382.04907,48.572636,
10300,18.74922562,381.48264,135.95895,363.09039,128.41226,364.41528,58.169777,382.02945,48.432095,
10316.667,18.75967669,381.4787,135.86661,363.12241,128.28918,364.40085,57.984863,381.97244,48.287849,
10333.333,18.77012776,381.47928,135.77594,363.11642,128.19859,364.40356,57.822449,381.95465,48.143433,
10350,18.78057884,381.45303,135.69405,363.1076,128.11375,364.38196,57.654255,381.93256,48.007298,
10366.667,18.79102991,381.43411,135.62807,363.09842,128.02206,364.3085,57.49091,381.84155,47.836895,
10383.333,18.80148098,381.43103,135.55576,363.09082,127.93044,364.22531,57.315884,381.7681,47.718288,
10400,18.81193206,381.57263,135.43086,363.14697,127.86824,364.12885,57.19421,381.64447,47.52298,
10416.667,18.82238313,381.68591,136.29752,363.32413,127.98431,363.79187,56.61187,381.22797,46.355442,
10433.333,18.8328342,379.91125,139.75203,362.99112,128.69217,362.48981,55.045025,379.06702,42.576111,
10450,18.84328528,377.31244,143.32875,362.1774,129.48151,360.40698,53.603443,375.16714,38.265694,
10466.667,17.4881991,375.15811,146.24146,361.50623,130.02051,358.76654,52.4534,371.96887,34.980267,
10483.333,13.7706478,373.02722,148.72585,361.07828,130.47519,357.522,51.598724,368.9115,32.328979,
10500,10.05309649,371.58151,150.4061,360.90988,130.76965,356.98627,51.344536,367.21088,31.101307,
10516.667,6.492624818,371.39139,150.86018,360.92108,130.85339,357.24893,51.444183,367.58627,31.039747,
10533.333,2.77507351,371.45554,150.97185,360.95908,130.86061,357.68073,51.544598,368.16318,31.106092,
10550,0.311023943,370.9693,151.36339,360.88129,130.99011,357.77948,51.569595,368.13919,30.990471,
10566.667,0.3005728696,370.26163,151.75117,360.6196,131.08679,357.55219,51.480877,367.56454,30.604322,
10583.333,0.2901217963,369.93369,151.95465,360.4505,131.07486,357.43442,51.27412,367.13614,30.235676,
10600,0.2796707229,369.90518,151.9971,360.50797,131.04579,357.53604,51.17527,367.18033,30.008699,
10616.667,0.2692196496,369.96384,152.02464,360.66745,130.99605,357.75513,51.110146,367.306,29.850515,
10633.333,0.2587685762,370.09515,152.01506,360.79733,130.93085,357.81522,51.069012,367.24255,29.669468,
10650,0.2483175029,370.17981,152.0161,360.8764,130.88899,357.78476,51.039906,367.15283,29.533216,
10666.667,0.2378664295,369.95016,152.12721,360.815,130.9169,357.73987,50.976509,366.98471,29.407576,
10683.333,0.2274153562,369.60767,152.27467,360.72525,130.93871,357.70016,50.936214,366.79703,29.264164,
10700,0.2169642828,369.51202,152.38893,360.67038,130.94518,357.66046,50.903992,366.75702,29.162357,
10716.667,0.2065132095,369.55508,152.409,360.71301,130.97023,357.70596,50.938744,366.74811,29.138184,
10733.333,0.1960621361,369.56271,152.42453,360.76074,130.97028,357.6727,50.949036,366.66287,29.103996,
10750,0.1856110628,369.51471,152.5089,360.73227,131.02237,357.63663,50.996841,366.53613,29.060102,
10766.667,0.1751599894,369.37021,152.61702,360.68497,131.07465,357.61203,51.042526,366.42892,29.061512,
10783.333,0.164708916,369.19675,152.69498,360.63821,131.12173,357.61801,51.105461,366.41168,29.059206,
10800,0.1542578427,369.12045,152.76613,360.59497,131.1757,357.65262,51.134853,366.41302,29.074697,
10816.667,0.1438067693,369.06842,152.79973,360.58969,131.18065,357.61322,51.184711,366.30151,29.053747,
10833.333,0.133355696,369.0827,152.82481,360.61597,131.19264,357.54996,51.211155,366.16882,29.011801,
10850,0.1229046226,369.03839,152.86292,360.63919,131.2251,357.54166,51.229752,366.0675,28.973917,
10866.667,0.1124535493,368.93466,152.91623,360.64572,131.25615,357.59683,51.264198,366.10971,28.956995,
10883.333,0.1020024759,368.84549,152.9803,360.55606,131.30974,357.65518,51.303612,366.14502,28.953814,
10900,0.09155140257,368.77191,153.03764,360.59286,131.31599,357.69965,51.318039,366.13904,28.920874,
10916.667,0.08110032922,368.76074,153.03497,360.57254,131.28868,357.68353,51.285015,366.08487,28.854389,
10933.333,0.07064925587,368.73172,153.06836,360.61722,131.29904,357.64719,51.275387,365.99915,28.782867,
10950,0.06019818251,368.73001,153.11224,360.62857,131.27328,357.64514,51.198502,365.94342,28.684677,
10966.667,0.04974710916,368.67822,153.13913,360.59442,131.31441,357.68756,51.224915,365.95749,28.674778,
10983.333,0.03929603581,368.47226,153.23569,360.47247,131.37357,357.73587,51.247593,366.0466,28.659489,
11000,0.02884496246,368.09494,153.40121,360.26416,131.40331,357.84369,51.241673,366.22293,28.68298,
11016.667,0.0183938891,367.78604,153.54489,360.09604,131.44572,357.91299,51.219105,366.32779,28.638485,
11033.333,0.007942815749,367.60446,153.67468,359.99142,131.45757,357.92703,51.214802,366.332,28.616888,
11050,0.7853981635,367.6861,153.7149,360.08591,131.49048,357.83179,51.197548,366.19873,28.551455,
11066.667,4.50294947,368.01379,153.56184,360.26813,131.45386,357.70679,51.190186,365.91888,28.526594,
11083.333,8.063421144,369.24863,152.66035,360.51178,131.1817,357.70251,51.503353,365.87988,28.882187,
11100,11.78097245,371.96844,150.6759,361.19681,130.55232,358.3486,52.30109,367.7457,30.542686,
11116.667,15.49852376,375.30939,147.77101,362.14392,129.76561,359.672,53.436092,371.43607,33.479237,
11133.333,18.53685981,377.7204,144.94403,362.88913,129.08806,361.11166,54.428143,374.59378,36.28368,
11150,18.54731088,378.99854,142.74171,363.17905,128.58562,362.21036,55.277508,377.0401,38.862095,
11166.667,18.55776196,379.7771,140.84435,363.07474,128.19498,363.0849,55.954098,378.96225,41.298244,
11183.333,18.56821303,380.38257,139.05206,362.98819,127.81953,363.80753,56.565506,380.45975,43.544861,
11200,18.5786641,381.09869,137.48177,363.17377,127.49386,364.436,56.959576,381.52286,45.072052,
11216.667,18.58911518,381.52405,136.58968,363.40048,127.34583,364.76682,57.245167,382.04501,46.098339,
11233.333,18.59956625,382.16431,135.44536,363.67737,127.19449,364.95795,57.532841,382.43875,47.172291,
11250,18.61001732,382.29889,134.91052,363.71179,127.15256,365.0217,57.70689,382.60132,47.80151,
11266.667,18.6204684,382.05579,135.01823,363.54688,127.31625,364.92648,57.77367,382.43475,47.987663,
11283.333,18.63091947,381.80099,135.23369,363.33157,127.50566,364.87155,57.885155,382.47827,48.254066,
11300,18.64137054,381.72745,135.39281,363.19873,127.66555,364.83142,57.97245,382.49222,48.49358,
11316.667,18.65182162,381.73865,135.49553,363.19406,127.81557,364.70236,58.089119,382.3508,48.52293,
11333.333,18.66227269,381.70383,135.63043,363.15918,128.02054,364.58334,58.229492,382.23059,48.62907,
11350,18.67272376,381.63208,135.7919,363.1048,128.16808,364.48465,58.340454,382.19305,48.770748,
11366.667,18.68317483,381.56335,135.9106,363.03439,128.27098,364.41962,58.440975,382.1434,48.844788,
11383.333,18.69362591,381.55493,135.9864,363.03519,128.36012,364.40347,58.463509,382.09854,48.901955,
11400,18.70407698,381.49969,136.02055,363.01096,128.4155,364.37228,58.491482,382.05792,48.935478,
11416.667,18.71452805,381.45026,136.05586,363.02145,128.41173,364.38571,58.481457,382.07281,48.916191,
11433.333,18.72497913,381.43011,136.00826,363.02893,128.44194,364.40369,58.406052,382.06042,48.846439,
11450,18.7354302,381.38467,135.97562,363.01477,128.34373,364.43289,58.323662,382.07953,48.76693,
11466.667,18.74588127,381.3775,135.88417,363.00668,128.27644,364.44382,58.169056,382.06528,48.659203,
11483.333,18.75633235,381.35934,135.76912,363.02777,128.19641,364.4317,58.047493,382.04242,48.536457,
11500,18.76678342,381.35873,135.66454,363.01593,128.11639,364.4281,57.885395,382.03513,48.439819,
11516.667,18.77723449,381.33734,135.58296,363.00253,128.03293,364.40268,57.791367,381.99655,48.232468,
11533.333,18.78768557,381.30579,135.52834,362.9938,127.94353,364.3454,57.627541,381.95956,48.123199,
11550,18.79813664,381.31244,135.44536,362.96576,127.87988,364.27698,57.525784,381.87323,47.989613,
11566.667,18.80858771,381.41513,135.43413,363.02246,127.86338,364.21692,57.371426,381.79373,47.801357,
11583.333,18.81903879,381.2951,136.58774,363.12918,128.09416,363.7027,56.683559,381.13818,46.220394,
11600,18.82948986,379.53543,139.94337,362.83395,128.81139,362.36484,55.181728,378.91428,42.502831,
11616.667,18.83994093,377.18649,143.31532,362.12701,129.52974,360.26834,53.804867,375.05176,38.242912,
11633.333,18.64011641,375.06171,146.25945,361.54105,130.05768,358.70038,52.632679,371.96747,35.045811,
11650,14.92256511,372.97672,148.65338,361.12817,130.53067,357.53473,51.828506,368.99091,32.424488,
11666.667,11.36209343,371.50748,150.20874,360.89249,130.80872,357.10965,51.587711,367.461,31.249918,
11683.333,7.644542124,371.23407,150.66769,360.84421,130.90244,357.39496,51.675472,367.90085,31.251522,
11700,3.926990817,371.14185,150.84105,360.81744,130.91629,357.79727,51.785118,368.49884,31.348326,
11716.667,0.3665191427,370.68494,151.24568,360.68082,131.02824,357.85977,51.84449,368.46014,31.266872,
11733.333,0.3039172131,370.00812,151.65352,360.5065,131.14342,357.61401,51.790943,367.91953,30.947556,
11750,0.2934661398,369.71436,151.81833,360.34543,131.18326,357.51178,51.651882,367.50699,30.64102,
11766.667,0.2830150664,369.75693,151.87976,360.48398,131.16629,357.6105,51.619038,367.51886,30.45195,
11783.333,0.2725639931,369.92419,151.93364,360.65948,131.14113,357.71332,51.579464,367.54358,30.305902,
11800,0.2621129197,370.06595,151.98785,360.79327,131.12491,357.80838,51.562428,367.51688,30.15593,
11816.667,0.2516618463,370.04431,152.00749,360.79984,131.12709,357.80075,51.501152,367.41241,30.063826,
11833.333,0.241210773,369.68265,152.21199,360.72812,131.1413,357.79004,51.463234,367.2645,29.93211,
11850,0.2307596996,369.41656,152.37335,360.64716,131.16415,357.79175,51.409748,367.15631,29.791298,
11866.667,0.2203086263,369.27615,152.47992,360.60303,131.20497,357.81876,51.380154,367.1308,29.71096,
11883.333,0.2098575529,369.33194,152.52927,360.64441,131.18962,357.82001,51.365288,367.1041,29.641108,
11900,0.1994064796,369.40329,152.56587,360.71484,131.17233,357.77374,51.348644,366.97287,29.553131,
11916.667,0.1889554062,369.37805,152.60248,360.71567,131.18787,357.69437,51.313419,366.7728,29.504917,
11933.333,0.1785043329,369.24484,152.73505,360.64395,131.20956,357.67386,51.329487,366.71008,29.440958,
11950,0.1680532595,369.09421,152.82553,360.59784,131.25446,357.67084,51.325531,366.70755,29.415575,
11966.667,0.1576021862,369.02191,152.88567,360.58478,131.2618,357.67822,51.324593,366.67593,29.388899,
11983.333,0.1471511128,369.01489,152.94214,360.56317,131.25856,357.64221,51.278782,366.56955,29.314604,
12000,0.1367000395,368.99689,152.95781,360.59393,131.20995,357.58475,51.234726,366.38379,29.189169,
12016.667,0.1262489661,368.99075,152.97643,360.59726,131.20531,357.56583,51.199638,366.33356,29.142675,
12033.333,0.1157978928,368.92834,153.00769,360.62198,131.18701,357.59778,51.200848,366.34409,29.072784,
12050,0.1053468194,368.83923,153.08731,360.6134,131.18127,357.64673,51.157028,366.3707,29.022045,
12066.667,0.09489574605,368.77045,153.11028,360.6113,131.18591,357.65067,51.114845,366.3255,28.954235,
12083.333,0.08444467269,368.77188,153.12529,360.61163,131.16103,357.65143,51.062107,366.2496,28.873211,
12100,0.07399359934,368.76044,153.15048,360.62244,131.14459,357.63907,51.023045,366.16861,28.793938,
12116.667,0.06354252599,368.73135,153.15553,360.6279,131.15572,357.64825,51.025047,366.13083,28.726822,
12133.333,0.05309145263,368.66922,153.23053,360.61139,131.16562,357.65335,50.979145,366.11795,28.709917,
12150,0.04264037928,368.58621,153.27518,360.50534,131.19417,357.6853,51.040432,366.13416,28.685865,
12166.667,0.03218930593,368.19067,153.42575,360.34976,131.27945,357.78287,51.052814,366.31577,28.715294,
12183.333,0.02173823257,367.85971,153.56767,360.14407,131.32962,357.86676,51.076817,366.457,28.769835,
12200,0.01128715922,367.66782,153.67738,360.09424,131.38333,357.89685,51.098976,366.47198,28.754677,
12216.667,0.0008360858683,367.68283,153.70663,360.11374,131.39171,357.83984,51.112087,366.36096,28.700703,
12233.333,3.351032164,367.87952,153.67368,360.22867,131.40865,357.7276,51.199692,366.13202,28.68174,
12250,6.911503838,368.87329,152.87363,360.43158,131.23492,357.68564,51.443691,365.99039,28.913322,
12266.667,10.62905514,371.21658,151.12688,361.01776,130.6617,358.20712,52.174141,367.39929,30.30818,
12283.333,14.34660645,374.73251,148.20735,361.97598,129.87564,359.44989,53.355167,370.97751,33.195,
12300,17.90707813,377.26138,145.37585,362.77988,129.21556,360.94534,54.441982,374.3013,36.082577,
12316.667,18.54396654,378.76666,143.08568,363.1283,128.72313,362.11319,55.359924,376.88904,38.801765,
12333.333,18.55441761,379.65689,141.0659,363.08652,128.34802,363.01263,56.112644,378.88837,41.194248,
12350,18.56486869,380.22424,139.2756,362.96844,127.97432,363.69205,56.758621,380.31723,43.448875,
12366.667,18.57531976,380.88629,137.69319,363.12109,127.66573,364.33282,57.194118,381.49069,45.133244,
12383.333,18.58577083,381.33469,136.80081,363.36267,127.50542,364.70316,57.500332,382.03107,46.15976,
12400,18.59622191,381.91147,135.70744,363.6134,127.36682,364.97504,57.793465,382.52338,47.25771,
12416.667,18.60667298,382.17194,135.06731,363.69614,127.33538,365.04077,57.989002,382.68164,47.851585,
12433.333,18.61712405,381.99362,135.07982,363.53159,127.45087,364.90939,58.086815,382.56259,48.120735,
12450,18.62757513,381.76987,135.21231,363.31857,127.65454,364.8934,58.16209,382.57172,48.387821,
12466.667,18.6380262,381.67499,135.38646,363.19241,127.79077,364.89102,58.278767,382.62839,48.625301,
12483.333,18.64847727,381.62933,135.55611,363.20538,127.96877,364.75977,58.348305,382.49881,48.644176,
12500,18.65892835,381.64474,135.69751,363.18127,128.13084,364.62097,58.472252,382.35703,48.807453,
12516.667,18.66937942,381.57565,135.8275,363.10336,128.26619,364.54187,58.547832,382.29779,48.872543,
12533.333,18.67983049,381.48688,135.96536,363.04938,128.39079,364.48459,58.62492,382.24948,48.948711,
12550,18.69028156,381.42471,136.06474,363.03036,128.42926,364.43906,58.622547,382.21765,48.960751,
12566.667,18.70073264,381.41693,136.07431,363.00146,128.47931,364.40775,58.644424,382.16183,48.981552,
12583.333,18.71118371,381.40601,136.08287,363.00198,128.46642,364.40332,58.587093,382.15543,48.956318,
12600,18.72163478,381.3837,136.07451,363.00525,128.44441,364.41116,58.514805,382.14261,48.900959,
12616.667,18.73208586,381.32611,135.99149,363.00992,128.37468,364.43253,58.372677,382.14545,48.845367,
12633.333,18.74253693,381.30029,135.89624,362.99268,128.26276,364.43076,58.216427,382.08026,48.683857,
12650,18.752988,381.27716,135.81261,363.01471,128.16232,364.41412,58.038662,382.04724,48.537189,
12666.667,18.76343908,381.27393,135.72556,363.01053,128.07368,364.40698,57.886852,382.0473,48.39727,
12683.333,18.77389015,381.28696,135.61243,363.00046,127.9928,364.39651,57.76461,382.04736,48.249279,
12700,18.78434122,381.28171,135.52153,362.99951,127.92915,364.3252,57.601715,381.98196,48.145218,
12716.667,18.7947923,381.24033,135.49481,362.93179,127.8326,364.27429,57.489475,381.90613,48.023529,
12733.333,18.80524337,381.27435,135.3997,362.96744,127.77209,364.19565,57.357224,381.79279,47.867744,
12750,18.81569444,381.51041,135.49821,363.13239,127.80898,364.00403,57.111504,381.6463,47.439518,
12766.667,18.82614552,380.6713,137.9093,363.08536,128.29597,363.27527,56.065533,380.44229,44.936241,
12783.333,18.83659659,378.37204,141.63396,362.49399,129.1714,361.48865,54.450386,377.32455,40.496819,
12800,18.84704766,376.08386,144.70108,361.78696,129.83855,359.55804,53.235718,373.73969,36.827633,
12816.667,16.07448241,373.9653,147.43886,361.28992,130.28502,358.12408,52.215992,370.612,33.761028,
12833.333,12.46165086,372.03448,149.50189,360.94644,130.73224,357.2442,51.660797,367.965,31.691599,
12850,8.79645943,371.28464,150.44629,360.84723,130.89656,357.23346,51.694622,367.48874,31.254156,
12866.667,5.078908123,371.32672,150.6557,360.867,130.92676,357.69611,51.838814,368.30377,31.412567,
12883.333,1.466076572,371.06204,150.90453,360.83151,131.00357,358.00949,51.953011,368.65729,31.428572,
12900,0.3066494818,370.32446,151.34593,360.6134,131.15706,357.88831,51.986515,368.32739,31.254297,
12916.667,0.2962192273,369.75116,151.66151,360.39392,131.20398,357.65976,51.8414,367.75635,30.885506,
12933.333,0.2857889728,369.60941,151.75989,360.36465,131.19701,357.6597,51.763237,367.55051,30.621284,
12950,0.2753587183,369.73215,151.78557,360.55069,131.19598,357.80295,51.73698,367.7197,30.525986,
12966.667,0.2649284638,369.96335,151.83879,360.71191,131.17062,357.90955,51.707043,367.6687,30.371843,
12983.333,0.2544982094,370.02628,151.81822,360.81958,131.1255,357.90414,51.684437,367.60794,30.232618,
13000,0.2440679549,369.86966,151.93732,360.80042,131.15068,357.89871,51.683723,367.43555,30.101274,
13016.667,0.2336377004,369.50345,152.12469,360.69592,131.18752,357.88428,51.619793,367.27341,29.965673,
13033.333,0.2232074459,369.26218,152.29082,360.58548,131.23251,357.85895,51.580288,367.19437,29.864513,
13050,0.2127771914,369.21109,152.39088,360.56317,131.22745,357.90833,51.58115,367.2319,29.819677,
13066.667,0.202346937,369.23071,152.41847,360.66006,131.23955,357.90726,51.558475,367.19836,29.755821,
13083.333,0.1919166825,369.30734,152.46005,360.67932,131.23907,357.81866,51.544468,367.00674,29.692213,
13100,0.181486428,369.22171,152.54733,360.66183,131.25598,357.7677,51.546009,366.84915,29.612026,
13116.667,0.1710561735,369.11401,152.64104,360.60696,131.27002,357.77133,51.529396,366.797,29.573858,
13133.333,0.160625919,368.95358,152.73122,360.56198,131.29338,357.797,51.516949,366.80765,29.525396,
13150,0.1501956645,368.89273,152.79004,360.54379,131.30188,357.78601,51.493969,366.77664,29.473894,
13166.667,0.1397654101,368.8284,152.8139,360.56195,131.26881,357.76105,51.439159,366.63278,29.400803,
13183.333,0.1293351556,368.90369,152.81302,360.56876,131.24524,357.71826,51.387951,366.49847,29.290665,
13200,0.1189049011,368.89658,152.82799,360.60245,131.19499,357.73981,51.348904,366.46976,29.231426,
13216.667,0.1084746466,368.82278,152.85939,360.6033,131.18503,357.76636,51.321384,366.48404,29.142191,
13233.333,0.09804439213,368.7106,152.92494,360.56638,131.18558,357.79584,51.262341,366.48746,29.077303,
13250,0.08761413765,368.64743,152.93602,360.57733,131.16145,357.81445,51.215374,366.43311,28.973101,
13266.667,0.07718388317,368.62613,152.96263,360.57074,131.15083,357.79825,51.145325,366.36288,28.884491,
13283.333,0.06675362869,368.6102,152.96982,360.61484,131.13553,357.79953,51.118477,366.30627,28.796888,
13300,0.0563233742,368.60403,152.99786,360.59689,131.13197,357.79309,51.087673,366.26874,28.745619,
13316.667,0.04589311972,368.58371,153.04414,360.58276,131.15646,357.81015,51.11161,366.2731,28.733368,
13333.333,0.03546286524,368.34012,153.18446,360.41632,131.22073,357.8696,51.165253,366.34387,28.737967,
13350,0.02503261076,367.99716,153.36719,360.25873,131.30824,357.96533,51.201942,366.49307,28.780981,
13366.667,0.01460235627,367.72211,153.47862,360.13568,131.37216,357.98169,51.215858,366.54874,28.815695,
13383.333,0.004172101793,367.62619,153.60233,360.10019,131.41269,357.95627,51.243984,366.50085,28.813747,
13400,2.199114858,367.73953,153.62262,360.17877,131.46254,357.88489,51.288792,366.33401,28.815664,
13416.667,5.864306287,368.28906,153.22054,360.31824,131.40773,357.80667,51.473942,366.07834,28.884716,
13433.333,9.529497716,370.16888,151.8663,360.74423,131.00676,358.05774,52.053333,366.69482,29.765709,
13450,13.19468915,373.36417,149.35611,361.56427,130.27071,359.08463,53.115192,369.72723,32.246758,
13466.667,16.85988057,376.25452,146.44684,362.43317,129.51825,360.64819,54.260254,373.4624,35.280331,
13483.333,18.5412376,378.12628,143.86369,362.95468,128.93536,361.8988,55.226479,376.29367,38.062855,
13500,18.55166786,379.07611,141.94511,363.03021,128.55251,362.93521,56.056118,378.45798,40.570324,
13516.667,18.56209811,379.80167,139.97319,362.96475,128.16971,363.68442,56.700199,380.0603,42.85717,
13533.333,18.57252837,380.41364,138.41797,363.0224,127.82675,364.31863,57.157703,381.29819,44.661758,
13550,18.58295862,380.94241,137.31744,363.22687,127.63257,364.7041,57.405041,381.93253,45.685814,
13566.667,18.59338887,381.45386,136.39729,363.4505,127.45263,364.95001,57.709702,382.34668,46.733936,
13583.333,18.60381913,381.95734,135.44931,363.67688,127.3697,365.09216,57.92651,382.64655,47.499996,
13600,18.61424938,381.90668,135.21983,363.59988,127.40808,365.04587,58.066746,382.64529,47.885593,
13616.667,18.62467964,381.71744,135.25716,363.4129,127.57388,365.00821,58.175777,382.67984,48.224689,
13633.333,18.63510989,381.54016,135.44307,363.22165,127.71154,365.00656,58.272091,382.73221,48.43811,
13650,18.64554015,381.4928,135.49496,363.16522,127.86649,364.89948,58.369701,382.6225,48.575298,
13666.667,18.6559704,381.49603,135.61858,363.17474,128.01767,364.78128,58.458279,382.50491,48.643181,
13683.333,18.66640065,381.50012,135.71927,363.11896,128.16119,364.66254,58.586823,382.41833,48.748573,
13700,18.67683091,381.40381,135.88589,363.04623,128.30547,364.61539,58.670471,382.36942,48.845276,
13716.667,18.68726116,381.28799,136.03716,363.00409,128.39262,364.57718,58.719749,382.31415,48.919292,
13733.333,18.69769142,381.30585,135.9976,363.00705,128.45029,364.54926,58.734097,382.2836,48.965897,
13750,18.70812167,381.25946,136.05876,362.99756,128.46622,364.53122,58.714355,382.26181,48.928078,
13766.667,18.71855193,381.23853,136.03401,363.0036,128.47202,364.53345,58.658623,382.25314,48.881718,
13783.333,18.72898218,381.21353,136.01202,363.03546,128.43306,364.56049,58.560406,382.25388,48.836952,
13800,18.73941243,381.18326,135.95822,363.02618,128.38287,364.60272,58.469223,382.25946,48.77829,
13816.667,18.74984269,381.16116,135.86917,363.02084,128.29224,364.56354,58.332756,382.21582,48.645947,
13833.333,18.76027294,381.13977,135.79967,363.02942,128.19983,364.53168,58.189713,382.15021,48.503689,
13850,18.7707032,381.10071,135.70035,362.99316,128.10158,364.52029,58.043175,382.12988,48.396271,
13866.667,18.78113345,381.09528,135.68071,362.98651,128.05287,364.48254,57.937645,382.08478,48.320435,
13883.333,18.79156371,381.08896,135.61319,362.9574,127.99702,364.40164,57.839325,382.01437,48.186993,
13900,18.80199396,381.10281,135.56087,362.94958,127.95139,364.34595,57.736698,381.95709,48.095398,
13916.667,18.81242421,381.27356,135.67249,363.06415,127.96708,364.18808,57.474201,381.79178,47.634602,
13933.333,18.82285447,380.52231,137.84819,363.02005,128.3989,363.49106,56.48571,380.72366,45.344105,
13950,18.83328472,378.34525,141.30756,362.41516,129.23351,361.79358,54.924545,377.73734,41.082954,
13966.667,18.84371498,376.06104,144.42572,361.7016,129.86769,359.85318,53.651875,374.15964,37.356499,
13983.333,17.17403984,373.91,147.23366,361.18811,130.38759,358.491,52.592957,371.18799,34.328663,
14000,13.50884841,371.88181,149.37331,360.81589,130.8101,357.51224,52.000095,368.46518,32.024887,
14016.667,9.843656981,370.98422,150.39139,360.72095,130.94087,357.35248,51.928711,367.72397,31.348476,
14033.333,6.178465552,371.0246,150.57565,360.772,130.95876,357.76822,52.022823,368.41882,31.447525,
14050,2.513274123,370.85721,150.76999,360.80466,131.02982,358.06656,52.161327,368.80658,31.507299,
14066.667,0.3099871632,370.23618,151.18893,360.58789,131.16069,358.03604,52.176174,368.50171,31.307257,
14083.333,0.2995569087,369.71292,151.51585,360.3786,131.20319,357.76245,52.080765,367.92148,30.944206,
14100,0.2891266542,369.5462,151.61794,360.36258,131.19678,357.71857,51.966202,367.65494,30.634115,
14116.667,0.2786963998,369.66446,151.64748,360.50522,131.1955,357.85217,51.893795,367.76706,30.490345,
14133.333,0.2682661453,369.77686,151.67111,360.668,131.15126,357.96722,51.843281,367.75415,30.343508,
14150,0.2578358908,369.87033,151.68846,360.7496,131.14861,357.98682,51.864693,367.67929,30.218031,
14166.667,0.2474056363,369.73853,151.79292,360.70605,131.16982,357.96716,51.835194,367.56039,30.084406,
14183.333,0.2369753818,369.36942,151.99988,360.62198,131.20428,357.96844,51.767963,367.42731,29.975243,
14200,0.2265451274,369.16367,152.14209,360.54037,131.20389,357.97137,51.729225,367.33502,29.862772,
14216.667,0.2161148729,369.1109,152.22556,360.53613,131.23322,357.98608,51.740196,367.32074,29.812666,
14233.333,0.2056846184,369.17712,152.30682,360.58502,131.28198,357.94958,51.714588,367.26324,29.75024,
14250,0.1952543639,369.16394,152.37292,360.61194,131.22943,357.90778,51.713959,367.07782,29.68495,
14266.667,0.1848241094,369.08566,152.4693,360.59546,131.28188,357.86011,51.720894,366.9437,29.64053,
14283.333,0.1743938549,368.96277,152.5947,360.57443,131.32118,357.85684,51.687206,366.90134,29.600241,
14300,0.1639636005,368.8627,152.68216,360.55524,131.33549,357.8811,51.680805,366.92029,29.584787,
14316.667,0.153533346,368.80438,152.74733,360.53244,131.3275,357.85083,51.62009,366.84381,29.536257,
14333.333,0.1431030915,368.82635,152.77138,360.53513,131.31364,357.80383,51.589451,366.6954,29.431805,
14350,0.132672837,368.85547,152.80411,360.578,131.29279,357.76102,51.541115,366.5755,29.347723,
14366.667,0.1222425825,368.81415,152.81656,360.57315,131.2522,357.78622,51.463371,366.52448,29.261568,
14383.333,0.111812328,368.75912,152.86029,360.57257,131.22215,357.82062,51.411789,366.53738,29.19383,
14400,0.1013820736,368.6416,152.92676,360.55191,131.21684,357.83746,51.36084,366.54645,29.122532,
14416.667,0.09095181908,368.60468,152.93121,360.55228,131.18533,357.85818,51.274845,366.49738,29.014006,
14433.333,0.0805215646,368.63626,152.9624,360.58514,131.14449,357.81891,51.182354,366.39896,28.914595,
14450,0.07009131012,368.61905,152.95572,360.61411,131.12657,357.80893,51.17009,366.31769,28.813927,
14466.667,0.05966105564,368.58533,153.02715,360.58676,131.1362,357.79907,51.126492,366.29553,28.756275,
