0,4.1843658068808365
200,1.4887587344670201
400,2.4734670099498643
600,4.546690733132298
800,7.163401279309772
1000,8.757115363181489
1200,10.007108269614518
1400,8.938974053272506
1600,8.640814249492768
1800,9.153000577434351
2000,9.201762277571627
2200,8.727934173511873
2400,9.11621310072762
2600,9.525911650139708
2800,10.09610105249055
3000,10.952793884971367
3200,11.672055715174992
3400,12.59345443810841
3600,13.09666194273077
3800,13.680125072537578
4000,13.821714178028136
4200,14.082314340470763
4400,13.817387367546575
4600,15.949221734849651
4800,14.942509360277072
5000,12.320536116842604
5200,12.96245305733168
5400,13.530492309222858
5600,12.534883088539395
5800,11.334357167340295
6000,12.221801966555828
6200,13.285666163643148
6400,15.241901709635941
6600,16.89063227728193
6800,16.916121171880437
7000,17.01832466575639
7200,18.67853988621348
7400,20.3439019631683
7600,21.269021825223053
7800,21.69262431175624
8000,21.62036108414797
8200,21.457226548211448
8400,21.437790665056895
8600,21.857293288810137
8800,21.91971494699218
9000,21.223583478509372
9200,21.60351324094925
9400,21.68726109990456
9600,22.488651180274196
9800,23.141344543242205
10000,23.55552902585481
10200,23.731576595979686
10400,23.62816858698455
10600,23.774359675210075
10800,24.317068372723462
11000,24.822500596452826
11200,25.21353830412206
11400,25.25576613452384
11600,24.606117654036957
11800,24.444728629549527
12000,24.39127005079226
12200,24.799047836644302
12400,25.321204965397634
12600,25.456848225970656
12800,25.9247641798329
13000,26.056880675357867
13200,26.532618158173
13400,26.9939397937298
13600,27.14113430617931
13800,27.3745548213114
14000,27.291200352472007
14200,27.175478490029445
14400,26.59633678894433
14600,26.41389752453808
14800,26.053103592587163
15000,25.051364400449266
15200,25.25042521191018
15400,25.65509993069426
15600,25.477438939881967
15800,25.541748375750224
16000,25.8373789378138
16200,26.44100948462198
16400,26.82158140882492
16600,26.92537275613981
16800,27.135436461491533
17000,27.170532536497824
17200,27.3265426044186
17400,27.39111050403726
17600,27.517255100852534
17800,27.537378341402523
18000,27.54777141514354
18200,27.474439934798795
18400,27.445758681508686
18600,27.55554958446421
18800,27.75510546594724
19000,27.914135583205642
19200,28.127804204279368
19400,28.228644885806247
19600,28.28619629218733
19800,28.28917812787773
20000,28.279386084559388
